#       NCYC               I           I_err
           0    3.761349e+07    5.811836e+05
          26    3.095914e+07    5.811836e+05
          -1    2.939169e+07    5.811836e+05
           1    3.089643e+07    5.811836e+05
           0    3.738896e+07    5.811836e+05
           2    3.170419e+07    5.811836e+05
           6    3.136217e+07    5.811836e+05
           8    3.176438e+07    5.811836e+05
          12    3.211820e+07    5.811836e+05
           4    3.112329e+07    5.811836e+05
          20    3.016371e+07    5.811836e+05
           0    3.722861e+07    5.811836e+05
          16    3.246370e+07    5.811836e+05
           6    3.071706e+07    5.811836e+05
          22    3.070360e+07    5.811836e+05
          14    3.114958e+07    5.811836e+05
          24    3.094804e+07    5.811836e+05
          10    3.067358e+07    5.811836e+05
          18    3.202976e+07    5.811836e+05
          16    3.133721e+07    5.811836e+05
           0    3.883506e+07    5.811836e+05
           3    2.947930e+07    5.811836e+05
          29    3.128804e+07    5.811836e+05
           7    3.142181e+07    5.811836e+05
           9    3.033004e+07    5.811836e+05
           9    3.091031e+07    5.811836e+05
          11    3.138437e+07    5.811836e+05
          25    3.097762e+07    5.811836e+05
          13    3.139463e+07    5.811836e+05
           0    3.761101e+07    5.811836e+05
          15    3.147816e+07    5.811836e+05
          17    3.151763e+07    5.811836e+05
          -1    2.911975e+07    5.811836e+05
           0    3.721810e+07    5.811836e+05
           1    3.163459e+07    5.811836e+05
           3    3.070109e+07    5.811836e+05
