#       NCYC               I           I_err
           0    6.538765e+07    5.117158e+05
          26    5.624729e+07    5.117158e+05
          -1    5.364905e+07    5.117158e+05
           1    5.458118e+07    5.117158e+05
           0    6.500167e+07    5.117158e+05
           2    5.452854e+07    5.117158e+05
           6    5.572410e+07    5.117158e+05
           8    5.449908e+07    5.117158e+05
          12    5.549121e+07    5.117158e+05
           4    5.483865e+07    5.117158e+05
          20    5.465194e+07    5.117158e+05
           0    6.584518e+07    5.117158e+05
          16    5.559744e+07    5.117158e+05
           6    5.552854e+07    5.117158e+05
          22    5.630294e+07    5.117158e+05
          14    5.519866e+07    5.117158e+05
          24    5.565565e+07    5.117158e+05
          10    5.499667e+07    5.117158e+05
          18    5.638314e+07    5.117158e+05
          16    5.483770e+07    5.117158e+05
           0    6.614329e+07    5.117158e+05
           3    5.474510e+07    5.117158e+05
          29    5.473743e+07    5.117158e+05
           7    5.534253e+07    5.117158e+05
           9    5.542740e+07    5.117158e+05
           9    5.549278e+07    5.117158e+05
          11    5.597766e+07    5.117158e+05
          25    5.520990e+07    5.117158e+05
          13    5.551573e+07    5.117158e+05
           0    6.482063e+07    5.117158e+05
          15    5.468777e+07    5.117158e+05
          17    5.573695e+07    5.117158e+05
          -1    5.485543e+07    5.117158e+05
           0    6.444571e+07    5.117158e+05
           1    5.437059e+07    5.117158e+05
           3    5.559153e+07    5.117158e+05
