#       NCYC               I           I_err
           0    3.583343e+07    4.922826e+05
          26    3.073477e+07    4.922826e+05
          -1    3.027159e+07    4.922826e+05
           1    3.037316e+07    4.922826e+05
           0    3.625403e+07    4.922826e+05
           2    3.157283e+07    4.922826e+05
           6    3.067145e+07    4.922826e+05
           8    3.042810e+07    4.922826e+05
          12    3.151240e+07    4.922826e+05
           4    3.083343e+07    4.922826e+05
          20    3.108004e+07    4.922826e+05
           0    3.618534e+07    4.922826e+05
          16    3.157067e+07    4.922826e+05
           6    3.080707e+07    4.922826e+05
          22    3.105056e+07    4.922826e+05
          14    3.062529e+07    4.922826e+05
          24    2.997920e+07    4.922826e+05
          10    3.106086e+07    4.922826e+05
          18    2.967272e+07    4.922826e+05
          16    3.033446e+07    4.922826e+05
           0    3.477798e+07    4.922826e+05
           3    3.092892e+07    4.922826e+05
          29    3.005663e+07    4.922826e+05
           7    3.012589e+07    4.922826e+05
           9    2.996805e+07    4.922826e+05
           9    3.139266e+07    4.922826e+05
          11    2.970807e+07    4.922826e+05
          25    3.149439e+07    4.922826e+05
          13    3.043661e+07    4.922826e+05
           0    3.563760e+07    4.922826e+05
          15    3.149908e+07    4.922826e+05
          17    3.038756e+07    4.922826e+05
          -1    2.894617e+07    4.922826e+05
           0    3.605405e+07    4.922826e+05
           1    3.099618e+07    4.922826e+05
           3    3.002012e+07    4.922826e+05
