#       NCYC               I           I_err
           0    1.031569e+08    4.432977e+05
          26    9.200225e+07    4.432977e+05
          -1    9.211762e+07    4.432977e+05
           1    9.279673e+07    4.432977e+05
           0    1.030008e+08    4.432977e+05
           2    9.242892e+07    4.432977e+05
           6    9.347719e+07    4.432977e+05
           8    9.338887e+07    4.432977e+05
          12    9.356476e+07    4.432977e+05
           4    9.273475e+07    4.432977e+05
          20    9.318210e+07    4.432977e+05
           0    1.028420e+08    4.432977e+05
          16    9.261067e+07    4.432977e+05
           6    9.378647e+07    4.432977e+05
          22    9.393352e+07    4.432977e+05
          14    9.347652e+07    4.432977e+05
          24    9.288500e+07    4.432977e+05
          10    9.308045e+07    4.432977e+05
          18    9.151923e+07    4.432977e+05
          16    9.344284e+07    4.432977e+05
           0    1.023413e+08    4.432977e+05
           3    9.262771e+07    4.432977e+05
          29    9.314947e+07    4.432977e+05
           7    9.370171e+07    4.432977e+05
           9    9.259540e+07    4.432977e+05
           9    9.316962e+07    4.432977e+05
          11    9.256148e+07    4.432977e+05
          25    9.280878e+07    4.432977e+05
          13    9.346390e+07    4.432977e+05
           0    1.023552e+08    4.432977e+05
          15    9.179138e+07    4.432977e+05
          17    9.046490e+07    4.432977e+05
          -1    9.175636e+07    4.432977e+05
           0    1.027216e+08    4.432977e+05
           1    9.289239e+07    4.432977e+05
           3    9.317008e+07    4.432977e+05
