#       NCYC               I           I_err
           0    5.489000e+07    4.999352e+05
          26    4.810864e+07    4.999352e+05
          -1    4.602029e+07    4.999352e+05
           1    4.751051e+07    4.999352e+05
           0    5.507490e+07    4.999352e+05
           2    4.929803e+07    4.999352e+05
           6    4.880603e+07    4.999352e+05
           8    4.884434e+07    4.999352e+05
          12    4.878589e+07    4.999352e+05
           4    4.817091e+07    4.999352e+05
          20    4.863296e+07    4.999352e+05
           0    5.480249e+07    4.999352e+05
          16    4.741776e+07    4.999352e+05
           6    4.748654e+07    4.999352e+05
          22    4.787585e+07    4.999352e+05
          14    4.712313e+07    4.999352e+05
          24    4.817149e+07    4.999352e+05
          10    4.812847e+07    4.999352e+05
          18    4.796718e+07    4.999352e+05
          16    4.790184e+07    4.999352e+05
           0    5.504224e+07    4.999352e+05
           3    4.835393e+07    4.999352e+05
          29    4.740177e+07    4.999352e+05
           7    4.766830e+07    4.999352e+05
           9    4.791718e+07    4.999352e+05
           9    4.838481e+07    4.999352e+05
          11    4.864995e+07    4.999352e+05
          25    4.893577e+07    4.999352e+05
          13    4.849941e+07    4.999352e+05
           0    5.454402e+07    4.999352e+05
          15    4.863056e+07    4.999352e+05
          17    4.813484e+07    4.999352e+05
          -1    4.607453e+07    4.999352e+05
           0    5.626715e+07    4.999352e+05
           1    4.798921e+07    4.999352e+05
           3    4.857083e+07    4.999352e+05
