#       NCYC               I           I_err
           0    9.619723e+07    5.676536e+05
          26    8.187919e+07    5.676536e+05
          -1    7.933527e+07    5.676536e+05
           1    8.036555e+07    5.676536e+05
           0    9.663350e+07    5.676536e+05
           2    8.029921e+07    5.676536e+05
           6    8.242790e+07    5.676536e+05
           8    8.201324e+07    5.676536e+05
          12    8.206566e+07    5.676536e+05
           4    8.134348e+07    5.676536e+05
          20    8.295615e+07    5.676536e+05
           0    9.651247e+07    5.676536e+05
          16    8.083264e+07    5.676536e+05
           6    8.236719e+07    5.676536e+05
          22    8.310912e+07    5.676536e+05
          14    8.237668e+07    5.676536e+05
          24    8.223744e+07    5.676536e+05
          10    8.149415e+07    5.676536e+05
          18    8.187155e+07    5.676536e+05
          16    8.204259e+07    5.676536e+05
           0    9.651979e+07    5.676536e+05
           3    8.142075e+07    5.676536e+05
          29    8.196248e+07    5.676536e+05
           7    8.283454e+07    5.676536e+05
           9    8.211048e+07    5.676536e+05
           9    8.245469e+07    5.676536e+05
          11    8.125434e+07    5.676536e+05
          25    8.253254e+07    5.676536e+05
          13    8.240471e+07    5.676536e+05
           0    9.626108e+07    5.676536e+05
          15    8.175308e+07    5.676536e+05
          17    8.166698e+07    5.676536e+05
          -1    7.848251e+07    5.676536e+05
           0    9.603903e+07    5.676536e+05
           1    8.092135e+07    5.676536e+05
           3    8.138119e+07    5.676536e+05
