#       NCYC               I           I_err
           0    7.289508e+07    4.696641e+05
          26    6.141187e+07    4.696641e+05
          -1    6.073963e+07    4.696641e+05
           1    6.037487e+07    4.696641e+05
           0    7.268540e+07    4.696641e+05
           2    5.995480e+07    4.696641e+05
           6    6.139429e+07    4.696641e+05
           8    6.093681e+07    4.696641e+05
          12    6.121363e+07    4.696641e+05
           4    6.112156e+07    4.696641e+05
          20    6.203872e+07    4.696641e+05
           0    7.257450e+07    4.696641e+05
          16    6.038727e+07    4.696641e+05
           6    6.016468e+07    4.696641e+05
          22    6.096817e+07    4.696641e+05
          14    6.067985e+07    4.696641e+05
          24    6.155343e+07    4.696641e+05
          10    6.120827e+07    4.696641e+05
          18    6.055495e+07    4.696641e+05
          16    5.998706e+07    4.696641e+05
           0    7.178756e+07    4.696641e+05
           3    6.103309e+07    4.696641e+05
          29    6.144614e+07    4.696641e+05
           7    6.021254e+07    4.696641e+05
           9    6.111232e+07    4.696641e+05
           9    6.052599e+07    4.696641e+05
          11    6.136801e+07    4.696641e+05
          25    6.037539e+07    4.696641e+05
          13    6.147111e+07    4.696641e+05
           0    7.314278e+07    4.696641e+05
          15    6.141812e+07    4.696641e+05
          17    6.126902e+07    4.696641e+05
          -1    5.995150e+07    4.696641e+05
           0    7.230900e+07    4.696641e+05
           1    6.021749e+07    4.696641e+05
           3    6.144482e+07    4.696641e+05
