#       NCYC               I           I_err
           0    7.136250e+07    7.727306e+05
          26    6.242568e+07    7.727306e+05
          -1    5.844200e+07    7.727306e+05
           1    6.136671e+07    7.727306e+05
           0    7.243342e+07    7.727306e+05
           2    6.275804e+07    7.727306e+05
           6    6.132933e+07    7.727306e+05
           8    6.126584e+07    7.727306e+05
          12    6.263020e+07    7.727306e+05
           4    6.299378e+07    7.727306e+05
          20    6.273934e+07    7.727306e+05
           0    7.109553e+07    7.727306e+05
          16    6.336396e+07    7.727306e+05
           6    6.225202e+07    7.727306e+05
          22    6.487860e+07    7.727306e+05
          14    6.411182e+07    7.727306e+05
          24    6.279968e+07    7.727306e+05
          10    6.276634e+07    7.727306e+05
          18    6.453221e+07    7.727306e+05
          16    6.372030e+07    7.727306e+05
           0    7.308886e+07    7.727306e+05
           3    6.296475e+07    7.727306e+05
          29    6.268543e+07    7.727306e+05
           7    6.296092e+07    7.727306e+05
           9    6.311039e+07    7.727306e+05
           9    6.243641e+07    7.727306e+05
          11    6.322484e+07    7.727306e+05
          25    6.284596e+07    7.727306e+05
          13    6.304065e+07    7.727306e+05
           0    7.244959e+07    7.727306e+05
          15    6.309585e+07    7.727306e+05
          17    6.261077e+07    7.727306e+05
          -1    5.827679e+07    7.727306e+05
           0    7.191575e+07    7.727306e+05
           1    6.088258e+07    7.727306e+05
           3    6.150233e+07    7.727306e+05
