#       NCYC               I           I_err
           0    6.247273e+07    5.592305e+05
          26    2.918723e+07    5.592305e+05
          -1    2.666441e+07    5.592305e+05
           1    2.713967e+07    5.592305e+05
           0    6.201304e+07    5.592305e+05
           2    2.635360e+07    5.592305e+05
           6    2.771821e+07    5.592305e+05
           8    2.793222e+07    5.592305e+05
          12    2.754146e+07    5.592305e+05
           4    2.740534e+07    5.592305e+05
          20    2.773236e+07    5.592305e+05
           0    6.265030e+07    5.592305e+05
          16    2.733182e+07    5.592305e+05
           6    2.671790e+07    5.592305e+05
          22    2.705038e+07    5.592305e+05
          14    2.552435e+07    5.592305e+05
          24    2.697936e+07    5.592305e+05
          10    2.697628e+07    5.592305e+05
          18    2.578578e+07    5.592305e+05
          16    2.733663e+07    5.592305e+05
           0    6.136953e+07    5.592305e+05
           3    2.729616e+07    5.592305e+05
          29    2.956770e+07    5.592305e+05
           7    2.657315e+07    5.592305e+05
           9    2.756196e+07    5.592305e+05
           9    2.639084e+07    5.592305e+05
          11    2.774803e+07    5.592305e+05
          25    2.911955e+07    5.592305e+05
          13    2.742778e+07    5.592305e+05
           0    6.304199e+07    5.592305e+05
          15    2.686210e+07    5.592305e+05
          17    2.616647e+07    5.592305e+05
          -1    2.765290e+07    5.592305e+05
           0    6.210080e+07    5.592305e+05
           1    2.744692e+07    5.592305e+05
           3    2.701437e+07    5.592305e+05
