#       NCYC               I           I_err
           0    4.817609e+07    6.061602e+05
          26    4.201523e+07    6.061602e+05
          -1    3.849055e+07    6.061602e+05
           1    3.902889e+07    6.061602e+05
           0    4.694003e+07    6.061602e+05
           2    3.978808e+07    6.061602e+05
           6    4.191104e+07    6.061602e+05
           8    4.099774e+07    6.061602e+05
          12    4.244846e+07    6.061602e+05
           4    4.072913e+07    6.061602e+05
          20    4.087892e+07    6.061602e+05
           0    4.793361e+07    6.061602e+05
          16    4.257927e+07    6.061602e+05
           6    4.103040e+07    6.061602e+05
          22    4.209461e+07    6.061602e+05
          14    4.106019e+07    6.061602e+05
          24    4.206176e+07    6.061602e+05
          10    4.065320e+07    6.061602e+05
          18    4.143024e+07    6.061602e+05
          16    4.219697e+07    6.061602e+05
           0    4.852773e+07    6.061602e+05
           3    4.045700e+07    6.061602e+05
          29    4.233049e+07    6.061602e+05
           7    4.127021e+07    6.061602e+05
           9    4.018921e+07    6.061602e+05
           9    4.153081e+07    6.061602e+05
          11    4.163922e+07    6.061602e+05
          25    4.215816e+07    6.061602e+05
          13    4.190601e+07    6.061602e+05
           0    4.839291e+07    6.061602e+05
          15    4.129772e+07    6.061602e+05
          17    4.187547e+07    6.061602e+05
          -1    3.881601e+07    6.061602e+05
           0    4.905310e+07    6.061602e+05
           1    3.923297e+07    6.061602e+05
           3    4.017075e+07    6.061602e+05
