#
#       Peak Name  Overlap_group
#          57N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   121.424     6.692
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2142278e+02  2.2245333e-04 
# w1(Hz)        9.1884101e+00  2.9739733e-02 
# g1            1.2443469e+00  1.9512806e-02 
# f02(ppm)      6.6924563e+00  4.2689272e-05 
# w2(Hz)        1.1821353e+01  4.6955526e-02 
# g2           -9.2996784e-01  3.7628178e-03 
############################################
#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    9.9615990e+03  6.5768676e+01
   4.000e+01    5.1168688e+03  4.5169408e+01
   2.000e+00    1.7356733e+03  3.6269644e+01
   3.600e+01    4.7482852e+03  4.3892197e+01
   4.000e+00    1.7511583e+03  3.6293531e+01
   3.200e+01    4.3578543e+03  4.2606140e+01
   6.000e+00    1.9525572e+03  3.6613131e+01
   2.800e+01    4.0674437e+03  4.1698249e+01
   8.000e+00    2.1848563e+03  3.7021767e+01
   2.400e+01    3.6117884e+03  4.0364861e+01
   1.000e+01    2.2576095e+03  3.7157559e+01
   2.000e+01    3.2894283e+03  3.9494172e+01
   1.200e+01    2.2122419e+03  3.7072280e+01
   1.600e+01    2.8288003e+03  3.8361603e+01
   3.600e+01    4.7586036e+03  4.3927678e+01
   2.400e+01    3.5577882e+03  4.0214153e+01
   8.000e+00    1.9027077e+03  3.6530465e+01
