#       NCYC               I           I_err
           0    8.684574e+07    5.139224e+05
          26    7.289107e+07    5.139224e+05
          -1    6.596828e+07    5.139224e+05
           1    6.901946e+07    5.139224e+05
           0    8.695062e+07    5.139224e+05
           2    7.086432e+07    5.139224e+05
           6    7.328609e+07    5.139224e+05
           8    7.310733e+07    5.139224e+05
          12    7.324097e+07    5.139224e+05
           4    7.207334e+07    5.139224e+05
          20    7.332955e+07    5.139224e+05
           0    8.666724e+07    5.139224e+05
          16    7.227940e+07    5.139224e+05
           6    7.184182e+07    5.139224e+05
          22    7.132884e+07    5.139224e+05
          14    7.252722e+07    5.139224e+05
          24    7.200858e+07    5.139224e+05
          10    7.265722e+07    5.139224e+05
          18    7.081452e+07    5.139224e+05
          16    7.143401e+07    5.139224e+05
           0    8.569808e+07    5.139224e+05
           3    6.907197e+07    5.139224e+05
          29    7.402779e+07    5.139224e+05
           7    7.109649e+07    5.139224e+05
           9    7.073840e+07    5.139224e+05
           9    7.282052e+07    5.139224e+05
          11    7.234339e+07    5.139224e+05
          25    7.307548e+07    5.139224e+05
          13    7.258516e+07    5.139224e+05
           0    8.656838e+07    5.139224e+05
          15    7.223406e+07    5.139224e+05
          17    7.202861e+07    5.139224e+05
          -1    6.560314e+07    5.139224e+05
           0    8.769235e+07    5.139224e+05
           1    6.974893e+07    5.139224e+05
           3    7.187477e+07    5.139224e+05
