#       NCYC               I           I_err
           0    1.354794e+08    4.692173e+05
          26    1.155633e+08    4.692173e+05
          -1    1.147111e+08    4.692173e+05
           1    1.145813e+08    4.692173e+05
           0    1.354478e+08    4.692173e+05
           2    1.148240e+08    4.692173e+05
           6    1.155668e+08    4.692173e+05
           8    1.155967e+08    4.692173e+05
          12    1.149615e+08    4.692173e+05
           4    1.159495e+08    4.692173e+05
          20    1.156918e+08    4.692173e+05
           0    1.353402e+08    4.692173e+05
          16    1.141764e+08    4.692173e+05
           6    1.153356e+08    4.692173e+05
          22    1.159406e+08    4.692173e+05
          14    1.156901e+08    4.692173e+05
          24    1.168200e+08    4.692173e+05
          10    1.163792e+08    4.692173e+05
          18    1.155000e+08    4.692173e+05
          16    1.150849e+08    4.692173e+05
           0    1.345172e+08    4.692173e+05
           3    1.155850e+08    4.692173e+05
          29    1.154433e+08    4.692173e+05
           7    1.160751e+08    4.692173e+05
           9    1.146125e+08    4.692173e+05
           9    1.138493e+08    4.692173e+05
          11    1.148810e+08    4.692173e+05
          25    1.156862e+08    4.692173e+05
          13    1.155994e+08    4.692173e+05
           0    1.357745e+08    4.692173e+05
          15    1.161903e+08    4.692173e+05
          17    1.150694e+08    4.692173e+05
          -1    1.143095e+08    4.692173e+05
           0    1.347743e+08    4.692173e+05
           1    1.152609e+08    4.692173e+05
           3    1.157282e+08    4.692173e+05
