#       NCYC               I           I_err
           0    8.299626e+07    4.754487e+05
          26    7.156165e+07    4.754487e+05
          -1    7.153130e+07    4.754487e+05
           1    7.158822e+07    4.754487e+05
           0    8.313029e+07    4.754487e+05
           2    7.088497e+07    4.754487e+05
           6    7.172185e+07    4.754487e+05
           8    7.083694e+07    4.754487e+05
          12    7.149397e+07    4.754487e+05
           4    7.231359e+07    4.754487e+05
          20    7.160849e+07    4.754487e+05
           0    8.222084e+07    4.754487e+05
          16    7.139430e+07    4.754487e+05
           6    7.149282e+07    4.754487e+05
          22    7.220648e+07    4.754487e+05
          14    7.190101e+07    4.754487e+05
          24    7.290918e+07    4.754487e+05
          10    7.164497e+07    4.754487e+05
          18    7.220456e+07    4.754487e+05
          16    7.189669e+07    4.754487e+05
           0    8.231337e+07    4.754487e+05
           3    7.177566e+07    4.754487e+05
          29    7.122845e+07    4.754487e+05
           7    7.139068e+07    4.754487e+05
           9    7.139892e+07    4.754487e+05
           9    7.235660e+07    4.754487e+05
          11    7.168535e+07    4.754487e+05
          25    7.160235e+07    4.754487e+05
          13    7.139199e+07    4.754487e+05
           0    8.368548e+07    4.754487e+05
          15    7.184341e+07    4.754487e+05
          17    7.198241e+07    4.754487e+05
          -1    7.144817e+07    4.754487e+05
           0    8.262569e+07    4.754487e+05
           1    7.053290e+07    4.754487e+05
           3    7.202399e+07    4.754487e+05
