#       NCYC               I           I_err
           0    6.155550e+07    4.778012e+05
          26    5.084907e+07    4.778012e+05
          -1    5.128640e+07    4.778012e+05
           1    5.165399e+07    4.778012e+05
           0    6.099919e+07    4.778012e+05
           2    5.123055e+07    4.778012e+05
           6    5.111384e+07    4.778012e+05
           8    5.147555e+07    4.778012e+05
          12    5.101291e+07    4.778012e+05
           4    5.076661e+07    4.778012e+05
          20    5.151361e+07    4.778012e+05
           0    6.165404e+07    4.778012e+05
          16    5.133534e+07    4.778012e+05
           6    5.064909e+07    4.778012e+05
          22    5.141070e+07    4.778012e+05
          14    5.238295e+07    4.778012e+05
          24    5.195737e+07    4.778012e+05
          10    5.190212e+07    4.778012e+05
          18    5.189970e+07    4.778012e+05
          16    5.228274e+07    4.778012e+05
           0    6.093070e+07    4.778012e+05
           3    5.111630e+07    4.778012e+05
          29    5.095076e+07    4.778012e+05
           7    5.201669e+07    4.778012e+05
           9    5.042440e+07    4.778012e+05
           9    5.137871e+07    4.778012e+05
          11    5.154363e+07    4.778012e+05
          25    5.086104e+07    4.778012e+05
          13    5.059897e+07    4.778012e+05
           0    6.098743e+07    4.778012e+05
          15    5.224348e+07    4.778012e+05
          17    5.261371e+07    4.778012e+05
          -1    5.061109e+07    4.778012e+05
           0    6.112049e+07    4.778012e+05
           1    5.033491e+07    4.778012e+05
           3    5.131436e+07    4.778012e+05
