#       NCYC               I           I_err
           0    7.228715e+07    5.120340e+05
          26    6.031944e+07    5.120340e+05
          -1    6.056624e+07    5.120340e+05
           1    6.001477e+07    5.120340e+05
           0    7.140169e+07    5.120340e+05
           2    6.047092e+07    5.120340e+05
           6    6.075106e+07    5.120340e+05
           8    6.067162e+07    5.120340e+05
          12    6.073274e+07    5.120340e+05
           4    5.985405e+07    5.120340e+05
          20    6.054329e+07    5.120340e+05
           0    7.252750e+07    5.120340e+05
          16    5.850040e+07    5.120340e+05
           6    6.066443e+07    5.120340e+05
          22    5.999980e+07    5.120340e+05
          14    6.049766e+07    5.120340e+05
          24    6.067221e+07    5.120340e+05
          10    6.094757e+07    5.120340e+05
          18    5.979170e+07    5.120340e+05
          16    5.981481e+07    5.120340e+05
           0    7.152681e+07    5.120340e+05
           3    5.981364e+07    5.120340e+05
          29    6.009069e+07    5.120340e+05
           7    6.007394e+07    5.120340e+05
           9    6.117246e+07    5.120340e+05
           9    6.124368e+07    5.120340e+05
          11    6.039061e+07    5.120340e+05
          25    6.122430e+07    5.120340e+05
          13    6.095655e+07    5.120340e+05
           0    7.076333e+07    5.120340e+05
          15    5.994729e+07    5.120340e+05
          17    6.127668e+07    5.120340e+05
          -1    5.937975e+07    5.120340e+05
           0    7.243182e+07    5.120340e+05
           1    5.992885e+07    5.120340e+05
           3    6.043320e+07    5.120340e+05
