#       NCYC               I           I_err
           0    1.340536e+08    4.629223e+05
          26    1.199208e+08    4.629223e+05
          -1    1.193732e+08    4.629223e+05
           1    1.188489e+08    4.629223e+05
           0    1.339063e+08    4.629223e+05
           2    1.200054e+08    4.629223e+05
           6    1.198174e+08    4.629223e+05
           8    1.200946e+08    4.629223e+05
          12    1.201427e+08    4.629223e+05
           4    1.200632e+08    4.629223e+05
          20    1.193987e+08    4.629223e+05
           0    1.334898e+08    4.629223e+05
          16    1.193892e+08    4.629223e+05
           6    1.199446e+08    4.629223e+05
          22    1.193456e+08    4.629223e+05
          14    1.197161e+08    4.629223e+05
          24    1.192808e+08    4.629223e+05
          10    1.200039e+08    4.629223e+05
          18    1.193182e+08    4.629223e+05
          16    1.187630e+08    4.629223e+05
           0    1.339713e+08    4.629223e+05
           3    1.192730e+08    4.629223e+05
          29    1.194461e+08    4.629223e+05
           7    1.199090e+08    4.629223e+05
           9    1.194094e+08    4.629223e+05
           9    1.200027e+08    4.629223e+05
          11    1.200223e+08    4.629223e+05
          25    1.201259e+08    4.629223e+05
          13    1.205987e+08    4.629223e+05
           0    1.339755e+08    4.629223e+05
          15    1.201644e+08    4.629223e+05
          17    1.193567e+08    4.629223e+05
          -1    1.196807e+08    4.629223e+05
           0    1.336974e+08    4.629223e+05
           1    1.191502e+08    4.629223e+05
           3    1.189013e+08    4.629223e+05
