#       NCYC               I           I_err
           0    7.320950e+07    5.841509e+05
          26    5.041211e+07    5.841509e+05
          -1    3.931072e+07    5.841509e+05
           1    3.854864e+07    5.841509e+05
           0    7.293278e+07    5.841509e+05
           2    3.979718e+07    5.841509e+05
           6    4.063872e+07    5.841509e+05
           8    4.263420e+07    5.841509e+05
          12    4.514897e+07    5.841509e+05
           4    4.009529e+07    5.841509e+05
          20    4.920267e+07    5.841509e+05
           0    7.357572e+07    5.841509e+05
          16    4.674114e+07    5.841509e+05
           6    3.938494e+07    5.841509e+05
          22    4.926360e+07    5.841509e+05
          14    4.619876e+07    5.841509e+05
          24    5.011577e+07    5.841509e+05
          10    4.264279e+07    5.841509e+05
          18    4.854930e+07    5.841509e+05
          16    4.738174e+07    5.841509e+05
           0    7.267554e+07    5.841509e+05
           3    3.939091e+07    5.841509e+05
          29    4.839118e+07    5.841509e+05
           7    4.102122e+07    5.841509e+05
           9    4.337948e+07    5.841509e+05
           9    4.259846e+07    5.841509e+05
          11    4.386855e+07    5.841509e+05
          25    5.086264e+07    5.841509e+05
          13    4.670336e+07    5.841509e+05
           0    7.175120e+07    5.841509e+05
          15    4.689754e+07    5.841509e+05
          17    4.761898e+07    5.841509e+05
          -1    3.809592e+07    5.841509e+05
           0    7.187985e+07    5.841509e+05
           1    3.861298e+07    5.841509e+05
           3    3.886348e+07    5.841509e+05
