#       NCYC               I           I_err
           0    1.321033e+08    6.322600e+05
          26    1.100103e+08    6.322600e+05
          -1    1.057783e+08    6.322600e+05
           1    1.083740e+08    6.322600e+05
           0    1.318573e+08    6.322600e+05
           2    1.090217e+08    6.322600e+05
           6    1.097946e+08    6.322600e+05
           8    1.100946e+08    6.322600e+05
          12    1.097147e+08    6.322600e+05
           4    1.098162e+08    6.322600e+05
          20    1.106929e+08    6.322600e+05
           0    1.319827e+08    6.322600e+05
          16    1.097381e+08    6.322600e+05
           6    1.111373e+08    6.322600e+05
          22    1.112953e+08    6.322600e+05
          14    1.095728e+08    6.322600e+05
          24    1.103474e+08    6.322600e+05
          10    1.108098e+08    6.322600e+05
          18    1.108139e+08    6.322600e+05
          16    1.098744e+08    6.322600e+05
           0    1.316414e+08    6.322600e+05
           3    1.109605e+08    6.322600e+05
          29    1.104223e+08    6.322600e+05
           7    1.107602e+08    6.322600e+05
           9    1.116459e+08    6.322600e+05
           9    1.102616e+08    6.322600e+05
          11    1.098998e+08    6.322600e+05
          25    1.102600e+08    6.322600e+05
          13    1.099505e+08    6.322600e+05
           0    1.332038e+08    6.322600e+05
          15    1.104834e+08    6.322600e+05
          17    1.103470e+08    6.322600e+05
          -1    1.039131e+08    6.322600e+05
           0    1.321650e+08    6.322600e+05
           1    1.075594e+08    6.322600e+05
           3    1.089787e+08    6.322600e+05
