#       NCYC               I           I_err
           0    9.575954e+07    4.945406e+05
          26    8.567143e+07    4.945406e+05
          -1    8.305726e+07    4.945406e+05
           1    8.348905e+07    4.945406e+05
           0    9.629220e+07    4.945406e+05
           2    8.422470e+07    4.945406e+05
           6    8.474317e+07    4.945406e+05
           8    8.338845e+07    4.945406e+05
          12    8.459136e+07    4.945406e+05
           4    8.431418e+07    4.945406e+05
          20    8.409650e+07    4.945406e+05
           0    9.640087e+07    4.945406e+05
          16    8.528182e+07    4.945406e+05
           6    8.465180e+07    4.945406e+05
          22    8.461809e+07    4.945406e+05
          14    8.428663e+07    4.945406e+05
          24    8.469695e+07    4.945406e+05
          10    8.472115e+07    4.945406e+05
          18    8.422580e+07    4.945406e+05
          16    8.398672e+07    4.945406e+05
           0    9.662724e+07    4.945406e+05
           3    8.434592e+07    4.945406e+05
          29    8.484222e+07    4.945406e+05
           7    8.434218e+07    4.945406e+05
           9    8.492532e+07    4.945406e+05
           9    8.405417e+07    4.945406e+05
          11    8.396302e+07    4.945406e+05
          25    8.507500e+07    4.945406e+05
          13    8.462671e+07    4.945406e+05
           0    9.622208e+07    4.945406e+05
          15    8.453009e+07    4.945406e+05
          17    8.434110e+07    4.945406e+05
          -1    8.348746e+07    4.945406e+05
           0    9.654854e+07    4.945406e+05
           1    8.390307e+07    4.945406e+05
           3    8.399851e+07    4.945406e+05
