#       NCYC               I           I_err
           0    7.228545e+07    5.027528e+05
          26    6.128147e+07    5.027528e+05
          -1    6.010791e+07    5.027528e+05
           1    6.045089e+07    5.027528e+05
           0    7.200611e+07    5.027528e+05
           2    6.094680e+07    5.027528e+05
           6    6.039533e+07    5.027528e+05
           8    6.073670e+07    5.027528e+05
          12    6.126384e+07    5.027528e+05
           4    6.134269e+07    5.027528e+05
          20    6.197326e+07    5.027528e+05
           0    7.176841e+07    5.027528e+05
          16    6.164708e+07    5.027528e+05
           6    6.083477e+07    5.027528e+05
          22    6.052537e+07    5.027528e+05
          14    6.142759e+07    5.027528e+05
          24    6.192434e+07    5.027528e+05
          10    6.213842e+07    5.027528e+05
          18    6.212758e+07    5.027528e+05
          16    6.143735e+07    5.027528e+05
           0    7.323811e+07    5.027528e+05
           3    6.178277e+07    5.027528e+05
          29    6.204605e+07    5.027528e+05
           7    6.117133e+07    5.027528e+05
           9    6.084428e+07    5.027528e+05
           9    6.126982e+07    5.027528e+05
          11    6.130466e+07    5.027528e+05
          25    6.173244e+07    5.027528e+05
          13    6.186710e+07    5.027528e+05
           0    7.350756e+07    5.027528e+05
          15    6.177307e+07    5.027528e+05
          17    6.149239e+07    5.027528e+05
          -1    5.997004e+07    5.027528e+05
           0    7.213102e+07    5.027528e+05
           1    6.003658e+07    5.027528e+05
           3    6.023993e+07    5.027528e+05
