#       NCYC               I           I_err
           0    7.786749e+07    5.653304e+05
          26    4.767516e+07    5.653304e+05
          -1    4.085567e+07    5.653304e+05
           1    4.148845e+07    5.653304e+05
           0    7.797983e+07    5.653304e+05
           2    4.128113e+07    5.653304e+05
           6    4.205863e+07    5.653304e+05
           8    4.107499e+07    5.653304e+05
          12    4.276606e+07    5.653304e+05
           4    4.111018e+07    5.653304e+05
          20    4.714546e+07    5.653304e+05
           0    7.878751e+07    5.653304e+05
          16    4.533562e+07    5.653304e+05
           6    4.070664e+07    5.653304e+05
          22    4.831470e+07    5.653304e+05
          14    4.346655e+07    5.653304e+05
          24    4.802315e+07    5.653304e+05
          10    4.155415e+07    5.653304e+05
          18    4.599649e+07    5.653304e+05
          16    4.466798e+07    5.653304e+05
           0    7.920764e+07    5.653304e+05
           3    4.213213e+07    5.653304e+05
          29    4.935565e+07    5.653304e+05
           7    4.147409e+07    5.653304e+05
           9    4.223002e+07    5.653304e+05
           9    4.107521e+07    5.653304e+05
          11    4.331403e+07    5.653304e+05
          25    4.901235e+07    5.653304e+05
          13    4.302705e+07    5.653304e+05
           0    7.948312e+07    5.653304e+05
          15    4.370874e+07    5.653304e+05
          17    4.435011e+07    5.653304e+05
          -1    4.074863e+07    5.653304e+05
           0    7.939457e+07    5.653304e+05
           1    4.041004e+07    5.653304e+05
           3    4.221220e+07    5.653304e+05
