#       NCYC               I           I_err
           0    1.142297e+08    4.578072e+05
          26    1.031334e+08    4.578072e+05
          -1    1.023088e+08    4.578072e+05
           1    1.027533e+08    4.578072e+05
           0    1.135640e+08    4.578072e+05
           2    1.026618e+08    4.578072e+05
           6    1.031878e+08    4.578072e+05
           8    1.035344e+08    4.578072e+05
          12    1.032201e+08    4.578072e+05
           4    1.024561e+08    4.578072e+05
          20    1.034781e+08    4.578072e+05
           0    1.140934e+08    4.578072e+05
          16    1.030987e+08    4.578072e+05
           6    1.031870e+08    4.578072e+05
          22    1.024828e+08    4.578072e+05
          14    1.028898e+08    4.578072e+05
          24    1.030017e+08    4.578072e+05
          10    1.028627e+08    4.578072e+05
          18    1.004176e+08    4.578072e+05
          16    1.030307e+08    4.578072e+05
           0    1.124908e+08    4.578072e+05
           3    1.021882e+08    4.578072e+05
          29    1.021957e+08    4.578072e+05
           7    1.030553e+08    4.578072e+05
           9    1.030721e+08    4.578072e+05
           9    1.039917e+08    4.578072e+05
          11    1.027507e+08    4.578072e+05
          25    1.033660e+08    4.578072e+05
          13    1.031083e+08    4.578072e+05
           0    1.134333e+08    4.578072e+05
          15    1.033650e+08    4.578072e+05
          17    1.019179e+08    4.578072e+05
          -1    1.020374e+08    4.578072e+05
           0    1.141050e+08    4.578072e+05
           1    1.025256e+08    4.578072e+05
           3    1.029629e+08    4.578072e+05
