#       NCYC               I           I_err
           0    6.605754e+07    4.902667e+05
          26    5.558124e+07    4.902667e+05
          -1    5.431376e+07    4.902667e+05
           1    5.398459e+07    4.902667e+05
           0    6.525701e+07    4.902667e+05
           2    5.517827e+07    4.902667e+05
           6    5.497865e+07    4.902667e+05
           8    5.542646e+07    4.902667e+05
          12    5.598065e+07    4.902667e+05
           4    5.529581e+07    4.902667e+05
          20    5.557545e+07    4.902667e+05
           0    6.528467e+07    4.902667e+05
          16    5.579440e+07    4.902667e+05
           6    5.546534e+07    4.902667e+05
          22    5.594422e+07    4.902667e+05
          14    5.530340e+07    4.902667e+05
          24    5.532972e+07    4.902667e+05
          10    5.539635e+07    4.902667e+05
          18    5.559722e+07    4.902667e+05
          16    5.570342e+07    4.902667e+05
           0    6.443621e+07    4.902667e+05
           3    5.535473e+07    4.902667e+05
          29    5.597771e+07    4.902667e+05
           7    5.423027e+07    4.902667e+05
           9    5.528750e+07    4.902667e+05
           9    5.434055e+07    4.902667e+05
          11    5.493096e+07    4.902667e+05
          25    5.631028e+07    4.902667e+05
          13    5.517772e+07    4.902667e+05
           0    6.488809e+07    4.902667e+05
          15    5.615211e+07    4.902667e+05
          17    5.586957e+07    4.902667e+05
          -1    5.349137e+07    4.902667e+05
           0    6.508619e+07    4.902667e+05
           1    5.389435e+07    4.902667e+05
           3    5.481221e+07    4.902667e+05
