#       NCYC               I           I_err
           0    1.163611e+08    5.773113e+05
          26    9.755299e+07    5.773113e+05
          -1    9.420266e+07    5.773113e+05
           1    9.510846e+07    5.773113e+05
           0    1.151292e+08    5.773113e+05
           2    9.508635e+07    5.773113e+05
           6    9.731888e+07    5.773113e+05
           8    9.764361e+07    5.773113e+05
          12    9.664832e+07    5.773113e+05
           4    9.651126e+07    5.773113e+05
          20    9.699399e+07    5.773113e+05
           0    1.167161e+08    5.773113e+05
          16    9.641295e+07    5.773113e+05
           6    9.628332e+07    5.773113e+05
          22    9.745888e+07    5.773113e+05
          14    9.700945e+07    5.773113e+05
          24    9.799872e+07    5.773113e+05
          10    9.740476e+07    5.773113e+05
          18    9.744662e+07    5.773113e+05
          16    9.794739e+07    5.773113e+05
           0    1.150008e+08    5.773113e+05
           3    9.658255e+07    5.773113e+05
          29    9.822488e+07    5.773113e+05
           7    9.682698e+07    5.773113e+05
           9    9.687139e+07    5.773113e+05
           9    9.755019e+07    5.773113e+05
          11    9.698410e+07    5.773113e+05
          25    9.806195e+07    5.773113e+05
          13    9.736033e+07    5.773113e+05
           0    1.167140e+08    5.773113e+05
          15    9.819535e+07    5.773113e+05
          17    9.598940e+07    5.773113e+05
          -1    9.434784e+07    5.773113e+05
           0    1.154153e+08    5.773113e+05
           1    9.480970e+07    5.773113e+05
           3    9.601575e+07    5.773113e+05
