#       NCYC               I           I_err
           0    5.354692e+07    6.013646e+05
          26    4.587662e+07    6.013646e+05
          -1    4.210182e+07    6.013646e+05
           1    4.260006e+07    6.013646e+05
           0    5.437805e+07    6.013646e+05
           2    4.311999e+07    6.013646e+05
           6    4.609932e+07    6.013646e+05
           8    4.555763e+07    6.013646e+05
          12    4.523569e+07    6.013646e+05
           4    4.444581e+07    6.013646e+05
          20    4.601500e+07    6.013646e+05
           0    5.280463e+07    6.013646e+05
          16    4.481588e+07    6.013646e+05
           6    4.510313e+07    6.013646e+05
          22    4.587668e+07    6.013646e+05
          14    4.622958e+07    6.013646e+05
          24    4.452495e+07    6.013646e+05
          10    4.552936e+07    6.013646e+05
          18    4.474782e+07    6.013646e+05
          16    4.612039e+07    6.013646e+05
           0    5.211838e+07    6.013646e+05
           3    4.411862e+07    6.013646e+05
          29    4.513573e+07    6.013646e+05
           7    4.578165e+07    6.013646e+05
           9    4.542038e+07    6.013646e+05
           9    4.544404e+07    6.013646e+05
          11    4.539699e+07    6.013646e+05
          25    4.551697e+07    6.013646e+05
          13    4.592377e+07    6.013646e+05
           0    5.284780e+07    6.013646e+05
          15    4.599238e+07    6.013646e+05
          17    4.575455e+07    6.013646e+05
          -1    4.186140e+07    6.013646e+05
           0    5.337984e+07    6.013646e+05
           1    4.248594e+07    6.013646e+05
           3    4.434366e+07    6.013646e+05
