#       NCYC               I           I_err
           0    1.438109e+08    4.548076e+05
          26    1.237311e+08    4.548076e+05
          -1    1.224580e+08    4.548076e+05
           1    1.222446e+08    4.548076e+05
           0    1.440627e+08    4.548076e+05
           2    1.222547e+08    4.548076e+05
           6    1.225518e+08    4.548076e+05
           8    1.223151e+08    4.548076e+05
          12    1.232737e+08    4.548076e+05
           4    1.227739e+08    4.548076e+05
          20    1.234047e+08    4.548076e+05
           0    1.435510e+08    4.548076e+05
          16    1.230082e+08    4.548076e+05
           6    1.221037e+08    4.548076e+05
          22    1.235329e+08    4.548076e+05
          14    1.229620e+08    4.548076e+05
          24    1.235841e+08    4.548076e+05
          10    1.223976e+08    4.548076e+05
          18    1.208273e+08    4.548076e+05
          16    1.224868e+08    4.548076e+05
           0    1.438694e+08    4.548076e+05
           3    1.233001e+08    4.548076e+05
          29    1.237519e+08    4.548076e+05
           7    1.215197e+08    4.548076e+05
           9    1.226862e+08    4.548076e+05
           9    1.228771e+08    4.548076e+05
          11    1.227007e+08    4.548076e+05
          25    1.234815e+08    4.548076e+05
          13    1.234068e+08    4.548076e+05
           0    1.444654e+08    4.548076e+05
          15    1.233120e+08    4.548076e+05
          17    1.222012e+08    4.548076e+05
          -1    1.224370e+08    4.548076e+05
           0    1.438352e+08    4.548076e+05
           1    1.219873e+08    4.548076e+05
           3    1.224988e+08    4.548076e+05
