#       NCYC               I           I_err
           0    6.713578e+07    5.413895e+05
          26    4.852983e+07    5.413895e+05
          -1    3.535847e+07    5.413895e+05
           1    3.661119e+07    5.413895e+05
           0    6.742876e+07    5.413895e+05
           2    3.632961e+07    5.413895e+05
           6    4.482128e+07    5.413895e+05
           8    4.603753e+07    5.413895e+05
          12    4.838452e+07    5.413895e+05
           4    4.073099e+07    5.413895e+05
          20    4.836363e+07    5.413895e+05
           0    6.637420e+07    5.413895e+05
          16    4.713151e+07    5.413895e+05
           6    4.469689e+07    5.413895e+05
          22    4.910710e+07    5.413895e+05
          14    4.759773e+07    5.413895e+05
          24    4.851993e+07    5.413895e+05
          10    4.649939e+07    5.413895e+05
          18    4.762946e+07    5.413895e+05
          16    4.790551e+07    5.413895e+05
           0    6.660374e+07    5.413895e+05
           3    3.832106e+07    5.413895e+05
          29    4.786827e+07    5.413895e+05
           7    4.439156e+07    5.413895e+05
           9    4.687724e+07    5.413895e+05
           9    4.542172e+07    5.413895e+05
          11    4.696098e+07    5.413895e+05
          25    4.873542e+07    5.413895e+05
          13    4.756939e+07    5.413895e+05
           0    6.625982e+07    5.413895e+05
          15    4.729833e+07    5.413895e+05
          17    4.759301e+07    5.413895e+05
          -1    3.562998e+07    5.413895e+05
           0    6.612111e+07    5.413895e+05
           1    3.614449e+07    5.413895e+05
           3    3.902976e+07    5.413895e+05
