#       NCYC               I           I_err
           0    5.749447e+07    6.029330e+05
          26    4.881706e+07    6.029330e+05
          -1    4.637840e+07    6.029330e+05
           1    4.878432e+07    6.029330e+05
           0    5.616068e+07    6.029330e+05
           2    4.775078e+07    6.029330e+05
           6    5.023929e+07    6.029330e+05
           8    4.945453e+07    6.029330e+05
          12    4.985312e+07    6.029330e+05
           4    4.825495e+07    6.029330e+05
          20    4.865719e+07    6.029330e+05
           0    5.598782e+07    6.029330e+05
          16    4.966808e+07    6.029330e+05
           6    4.977728e+07    6.029330e+05
          22    4.832200e+07    6.029330e+05
          14    4.888821e+07    6.029330e+05
          24    4.958477e+07    6.029330e+05
          10    4.874563e+07    6.029330e+05
          18    4.897817e+07    6.029330e+05
          16    4.875607e+07    6.029330e+05
           0    5.655010e+07    6.029330e+05
           3    4.935547e+07    6.029330e+05
          29    4.912002e+07    6.029330e+05
           7    4.928302e+07    6.029330e+05
           9    4.899800e+07    6.029330e+05
           9    4.965913e+07    6.029330e+05
          11    4.850977e+07    6.029330e+05
          25    4.948668e+07    6.029330e+05
          13    4.855504e+07    6.029330e+05
           0    5.724951e+07    6.029330e+05
          15    4.855255e+07    6.029330e+05
          17    4.931838e+07    6.029330e+05
          -1    4.638946e+07    6.029330e+05
           0    5.662298e+07    6.029330e+05
           1    4.999593e+07    6.029330e+05
           3    4.885847e+07    6.029330e+05
