#
#       Peak Name  Conv_flg Overlap_flg
#          33N-HN         1           7
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   119.284     8.606
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1931115e+02  3.3489458e-04
# w1(Hz)        2.2124030e+01  7.2838612e-02
# g1            1.6258300e+00  3.6660498e-02
# f02(ppm)      8.6075321e+00  4.6037921e-05
# w2(Hz)        2.4325232e+01  1.3043298e-01
# g2            1.9649119e-01  1.1974189e-02
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    3.3508426e+04  4.6236991e+02
   3.000e+01    3.0285953e+04  4.3832149e+02
   1.000e+00    1.6927747e+04  3.5549639e+02
   2.700e+01    3.0463686e+04  4.3959198e+02
   2.000e+00    1.7181416e+04  3.5677067e+02
   2.400e+01    3.0681572e+04  4.4115806e+02
   3.000e+00    1.9270293e+04  3.6776239e+02
   2.100e+01    3.0119455e+04  4.3709737e+02
   4.000e+00    2.1753098e+04  3.8197891e+02
   1.800e+01    2.9856655e+04  4.3523652e+02
   5.000e+00    2.3506801e+04  3.9265735e+02
   1.500e+01    3.0038650e+04  4.3654100e+02
   6.000e+00    2.4902069e+04  4.0150941e+02
   1.200e+01    2.9138839e+04  4.3015787e+02
   7.000e+00    2.6999115e+04  4.1538770e+02
   1.000e+01    2.8322369e+04  4.2445565e+02
   8.000e+00    2.6775415e+04  4.1389480e+02
   4.000e+00    2.1203393e+04  3.7873925e+02
   1.000e+00    1.7049467e+04  3.5609931e+02
   2.700e+01    3.0120690e+04  4.3712680e+02
