# Name:     E5N-HN
# y_ppm:  119.03641    0.00002
# yw_hz:   16.17308    0.04028
# y_eta:    0.00000    0.00000
# x_ppm:    9.62111    0.00003
# xw_hz:   24.44700    0.06075
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    1.747864e+07    7.550000e+04
      -375.0    7.916812e+06    7.550000e+04
      -325.0    7.195110e+06    7.550000e+04
      -275.0    1.097663e+07    7.550000e+04
      -225.0    1.172436e+07    7.550000e+04
      -175.0    1.170454e+07    7.550000e+04
      -125.0    1.159174e+07    7.550000e+04
       -75.0    1.098846e+07    7.550000e+04
       -25.0    9.207756e+06    7.550000e+04
        25.0    4.022903e+05    7.550000e+04
        75.0    4.866959e+06    7.550000e+04
       125.0    9.467656e+06    7.550000e+04
       175.0    1.061143e+07    7.550000e+04
       225.0    1.077827e+07    7.550000e+04
       275.0    1.025840e+07    7.550000e+04
       325.0    7.879802e+06    7.550000e+04
