# Name:    W36N-HN
# y_ppm:  120.78664    0.00002
# yw_hz:   15.00402    0.05348
# y_eta:    0.00000    0.00000
# x_ppm:    7.75150    0.00003
# xw_hz:   22.57342    0.08050
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.613728e+07    7.550000e+04
      -375.0    1.719613e+07    7.550000e+04
      -325.0    1.806368e+07    7.550000e+04
      -275.0    1.820556e+07    7.550000e+04
      -225.0    1.838335e+07    7.550000e+04
      -175.0    1.853227e+07    7.550000e+04
      -125.0    1.849922e+07    7.550000e+04
       -75.0    1.847345e+07    7.550000e+04
       -25.0    1.848153e+07    7.550000e+04
        25.0    1.827081e+07    7.550000e+04
        75.0    1.791473e+07    7.550000e+04
       125.0    1.690201e+07    7.550000e+04
       175.0    1.158589e+07    7.550000e+04
       225.0   -9.435331e+05    7.550000e+04
       275.0    1.297976e+07    7.550000e+04
       325.0    1.719019e+07    7.550000e+04
