# Name:    F20N-HN
# y_ppm:  116.51975    0.00003
# yw_hz:   16.05144    0.05752
# y_eta:    0.00000    0.00000
# x_ppm:    8.72868    0.00003
# xw_hz:   21.88583    0.07742
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    1.982502e+07    7.550000e+04
      -375.0    1.130724e+07    7.550000e+04
      -325.0    1.172687e+07    7.550000e+04
      -275.0    9.293633e+06    7.550000e+04
      -225.0    4.174590e+05    7.550000e+04
      -175.0    6.321780e+06    7.550000e+04
      -125.0    1.114482e+07    7.550000e+04
       -75.0    1.203126e+07    7.550000e+04
       -25.0    1.251386e+07    7.550000e+04
        25.0    1.257162e+07    7.550000e+04
        75.0    1.268196e+07    7.550000e+04
       125.0    1.252419e+07    7.550000e+04
       175.0    1.200148e+07    7.550000e+04
       225.0    9.976100e+06    7.550000e+04
       275.0    6.451911e+06    7.550000e+04
       325.0    1.128233e+07    7.550000e+04
