# Name:     L3N-HN
# y_ppm:  125.19614    0.00002
# yw_hz:   15.46941    0.05238
# y_eta:    0.00000    0.00000
# x_ppm:    8.30036    0.00003
# xw_hz:   20.20206    0.06734
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    3.336394e+07    7.550000e+04
      -375.0    2.328223e+07    7.550000e+04
      -325.0    2.324577e+07    7.550000e+04
      -275.0    2.330943e+07    7.550000e+04
      -225.0    2.308734e+07    7.550000e+04
      -175.0    2.208561e+07    7.550000e+04
      -125.0    1.435531e+07    7.550000e+04
       -75.0    5.925073e+06    7.550000e+04
       -25.0    8.442548e+05    7.550000e+04
        25.0    1.826011e+07    7.550000e+04
        75.0    2.160184e+07    7.550000e+04
       125.0    2.260059e+07    7.550000e+04
       175.0    2.311825e+07    7.550000e+04
       225.0    2.311689e+07    7.550000e+04
       275.0    2.327532e+07    7.550000e+04
       325.0    2.336118e+07    7.550000e+04
